,title,city,address,stars,text,textTranslated,text_PL,text_EN
8201,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,Super jak zawsze :),,Super jak zawsze :),Super as always:)
8203,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,Smaczne ciepłe i na czasz 🤤,,Smaczne ciepłe i na czasz 🤤,Tasty warm and on the skull
8207,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,bardzo dobra obsługa,,bardzo dobra obsługa,very good service
8210,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,"Bardzo dobry kebabik, czasem jadam i zawsze dobra jakość. Również bardzo miła obsługa. Polecam",,"Bardzo dobry kebabik, czasem jadam i zawsze dobra jakość. Również bardzo miła obsługa. Polecam","Very good kebab, sometimes I eat and always good quality. Also very nice service. I recommend"
8215,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,"5 i co tu dużo mówić.
Zamawiane od lat, w stanie upojenia o 2 w nocy i na trzeźwo z dowozem. Zawsze smacznie. Polecam zestaw na talerzu, co do burgerów to jednak preferuje pobliskie burgerownie ale warto spróbować. Kebab w picie #1 w Rzeszowie bez dwóch zdań.",,"5 i co tu dużo mówić.
Zamawiane od lat, w stanie upojenia o 2 w nocy i na trzeźwo z dowozem. Zawsze smacznie. Polecam zestaw na talerzu, co do burgerów to jednak preferuje pobliskie burgerownie ale warto spróbować. Kebab w picie #1 w Rzeszowie bez dwóch zdań.","5 and what to say here. Ordered for years, in a state of drunkenness at 2 a.m. and sober with transport. Always tasty. I recommend a set on a plate, but for burgers it prefers nearby burgers but it is worth a try. Kebab in drinking #1 in Rzeszów without a doubt."
8216,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",1,"Dostałem wczoraj razem z kebabami przeterminowany jogurt.
Data zamówienia 23.09. Data ważności 22.09. Sprawdzajcie co dajecie klientom.",,"Dostałem wczoraj razem z kebabami przeterminowany jogurt.
Data zamówienia 23.09. Data ważności 22.09. Sprawdzajcie co dajecie klientom.",I got an expired yogurt with the kebabs yesterday. Order date 23.09. expiration date 22.09. Check what you're giving your customers.
8219,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",1,"Jeden z gorszych kebabów jakie jadłam. Wszystko pływające w tłuszczu, mięso przeraźliwie słone, warzywa bez smaku",,"Jeden z gorszych kebabów jakie jadłam. Wszystko pływające w tłuszczu, mięso przeraźliwie słone, warzywa bez smaku",One of the worst kebabs I've ever had.
8223,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",4,Bardzo smacznie i szybko polecam.,,Bardzo smacznie i szybko polecam.,Very tasty and fast recommended.
8225,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,"Szybko, tanio, smacznie i czysto",,"Szybko, tanio, smacznie i czysto","Quick, cheap, tasty and clean"
8229,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,"Dobre jedzenie w dobrej cenie.
Polecam",,"Dobre jedzenie w dobrej cenie.
Polecam",Good food at a good price. I recommend
8232,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,"Profesjonalna obsługa, idealne miejsce na zjedzenie czegoś dobrego w trakcie melanżu. Od siebie polecam nietypowe zamówienie, jakim jest Kebab Fit w bułce razowej. Nie dość, że dostaje się kurczaka inaczej przygotowanego niż tego ""typowego"", to dodatkowo dostajemy warzywka w postaci marchewki, brokuła, kalafiora etc. Polecam!",,"Profesjonalna obsługa, idealne miejsce na zjedzenie czegoś dobrego w trakcie melanżu. Od siebie polecam nietypowe zamówienie, jakim jest Kebab Fit w bułce razowej. Nie dość, że dostaje się kurczaka inaczej przygotowanego niż tego ""typowego"", to dodatkowo dostajemy warzywka w postaci marchewki, brokuła, kalafiora etc. Polecam!","Professional service, ideal place to eat something good during the mess. From each other I recommend an unusual order, which is Kebab Fit in a bun. Not only do you get a chicken otherwise prepared than this ""typical"" one, we additionally get a vegetable in the form of carrots, broccoli, cauliflower etc. I recommend!"
8233,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Najlepszy kebab w Polsce,,Najlepszy kebab w Polsce,Best kebab in Poland
8234,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Najlepszy kebab w Rzeszowie. Polecam,,Najlepszy kebab w Rzeszowie. Polecam,Best kebab in Rzeszów. I recommend
8236,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",1,"Lokal odwiedzamy od dawna i zawsze było wszystko super i smacznie. Dzisiejsza wizyta była ostatnią. Porcje są mniejsze, prawie sama kapusta i trochę mięsa. Późniejsze rewolucje żołądkowe pozostawię bez komentarza. Już nie polecam…",,"Lokal odwiedzamy od dawna i zawsze było wszystko super i smacznie. Dzisiejsza wizyta była ostatnią. Porcje są mniejsze, prawie sama kapusta i trochę mięsa. Późniejsze rewolucje żołądkowe pozostawię bez komentarza. Już nie polecam…","The site has been visited for a long time and has always been everything great and tasty. Today's visit was the last. The portion is smaller, almost all cabbage and some meat. I will leave the later gastric revolutions without comment. I no longer recommend..."
8240,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Smaczne jedzenie, jedne z najlepszych kebabów jakiekolwiek jadłam. Duży ruch szczególnie w weekendy i czasem jest problem z miejscem do siedzenia. Na . tygodniu szczególnie w godzinach popołudniowych i wieczornych również duży ruch.  Obsługa szybka i miła. Ceny nie są wygórowane, w miarę przyzwoite.  Polecam każdemu, kto jeszcze nie był sprobować, jak i smakoszom tureckich dań i nie tylko.",,"Smaczne jedzenie, jedne z najlepszych kebabów jakiekolwiek jadłam. Duży ruch szczególnie w weekendy i czasem jest problem z miejscem do siedzenia. Na . tygodniu szczególnie w godzinach popołudniowych i wieczornych również duży ruch.  Obsługa szybka i miła. Ceny nie są wygórowane, w miarę przyzwoite.  Polecam każdemu, kto jeszcze nie był sprobować, jak i smakoszom tureckich dań i nie tylko.","Tasty food, some of the best kebabs I ever ate. A lot of traffic especially on weekends and sometimes is a problem with the place to sit. At. week especially in the afternoon and evening also a big traffic. Service fast and nice. The prices are not excessive, relatively decent. I recommend anyone who has not yet tried as well as the gourmets of Turkish dishes and not only."
8244,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Świetne jedzenie,,Świetne jedzenie,Great food.
8245,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",4,"Kebab trochę przereklamowany,nie jest to nic nadzwyczajnego,kebab jak w większości lokali.Mięso gotowiec (kula mocy), surówki dość słodkie(nie każdemu to pasuje),ponadto ceny też nie są zbyt atrakcyjne w stosunku do wielkości.",,"Kebab trochę przereklamowany,nie jest to nic nadzwyczajnego,kebab jak w większości lokali.Mięso gotowiec (kula mocy), surówki dość słodkie(nie każdemu to pasuje),ponadto ceny też nie są zbyt atrakcyjne w stosunku do wielkości.","Kebab is a little overrated, it's nothing unusual, kebab as in most locations.The meat ready to (powerball), pig iron quite sweet, it doesn't suit everyone), and also the prices are not very attractive compared to the size."
8246,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Bardzo szybka dostawa , kierowca bardzo miły i uśmiechnięty pozdrawiam kierowcę numer 12 ☺️",,"Bardzo szybka dostawa , kierowca bardzo miły i uśmiechnięty pozdrawiam kierowcę numer 12 ☺️","Very fast delivery, the driver very nice and smiling greetings the driver no. 12"
8254,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",1,Kebab z kurczakiem bez kurczaka nie polecam,,Kebab z kurczakiem bez kurczaka nie polecam,Kebab with chicken without chicken I don't recommend
8256,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,"We had a wonderful lunch, ordered the lady’s kebab.  It was huge and yummy!  You won’t be disappointed.","Zjedliśmy wspaniały lunch, zamówiliśmy kebab pani.  To było ogromne i pyszne!  Nie rozczarujesz się.","Zjedliśmy wspaniały lunch, zamówiliśmy kebab pani.  To było ogromne i pyszne!  Nie rozczarujesz się.","We had a great lunch, we ordered the lady's kebab."
8257,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,"Kebab naprawdę bardzo dobry, a stosunek mięsa do surówek jeden do jednego. BARDZO POLECAM",,"Kebab naprawdę bardzo dobry, a stosunek mięsa do surówek jeden do jednego. BARDZO POLECAM","Kebab really very good, and the ratio of meat to pig irons one to one."
8259,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Kebab rewelacja warto było przyjechać 250km żeby kebsa zjeść. I oczywiście szybka dostawa,,Kebab rewelacja warto było przyjechać 250km żeby kebsa zjeść. I oczywiście szybka dostawa,Kebab sensation was worth coming 250km to eat kebs. And of course fast delivery
8261,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Great food!,Świetne jedzenie!,Świetne jedzenie!,Great food!
8263,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Szybko I smacznie!!!,,Szybko I smacznie!!!,Quick and tasty!!!
8267,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,"Po wycieńczającej jeździe Pociągiem PKP Intercity, mogłem szybko spożyć posiłek, który pozwolił mi na dalsze zwiedzanie Rzeszowa.🤗 Kebab, który zjadłem był wyśmienity i niczego mu nie brakuje.😃 Ceny dobre i stabilne a pakowanie kebaba to coś na wyższym poziomie.😎🌯Zawsze około 5% kebaba mi wypada przez złe zawinięcie tortilli, w Dara Kebab jest ona zawijana w taki sposób, że można na spokojnie zjeść bez utraty części posiłku i zabrudzenia obuwia. 👍🙌

Niezmiernie Polecam!
Paweł z Wrocławia👋",,"Po wycieńczającej jeździe Pociągiem PKP Intercity, mogłem szybko spożyć posiłek, który pozwolił mi na dalsze zwiedzanie Rzeszowa.🤗 Kebab, który zjadłem był wyśmienity i niczego mu nie brakuje.😃 Ceny dobre i stabilne a pakowanie kebaba to coś na wyższym poziomie.😎🌯Zawsze około 5% kebaba mi wypada przez złe zawinięcie tortilli, w Dara Kebab jest ona zawijana w taki sposób, że można na spokojnie zjeść bez utraty części posiłku i zabrudzenia obuwia. 👍🙌

Niezmiernie Polecam!
Paweł z Wrocławia👋","After the exhausting ride on the PKP Intercity train, I could quickly eat a meal that allowed me to continue to visit Rzeszow.The Kebab that I ate was excellent and was not lacking anything.The good and stable prices and the packaging of kebab is something at a higher level.Always about 5% of the kebab falls to me by the wrong wrap of the tortilla, in Dara Kebab it is wrapped in such a way that you can eat peacefully without losing part of the meal and soiling of shoes."
8269,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,Mi smakuje.,,Mi smakuje.,I like it.
8270,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,"Pyszny kebab, wspaniała obsługa, wege opcja z falafelem też dobra 😍😍",,"Pyszny kebab, wspaniała obsługa, wege opcja z falafelem też dobra 😍😍","Delicious kebab, great service, vege option with falafel also good"
8271,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",1,"Kebab zamówiony na wynos już w lokalu  okazuje się być zimny. Frytki są ledwo ciepłe a mięso zimne. Apel do gości co szykują jedzenie , skończcie z tymi waszymi śmieszymi podrywami dziewczyn bo są żałosne 😃",,"Kebab zamówiony na wynos już w lokalu  okazuje się być zimny. Frytki są ledwo ciepłe a mięso zimne. Apel do gości co szykują jedzenie , skończcie z tymi waszymi śmieszymi podrywami dziewczyn bo są żałosne 😃","Kebab ordered to take out already at the place turns out to be cold. Fries are barely warm and cold meat. A call to guests who prepare food, stop with your funny hitting girls because they're pathetic."
8272,Dara Kebab,Rzeszów,"Rynek 18, 35-064 Rzeszów, Polska",5,"Przemiły pan z obsługi. Od razu milej, jak jest się  witanym z szerokim uśmiechem i życzy mu sie smacznego. Na pewno wrócę po inne przysmaki. Brawo!",,"Przemiły pan z obsługi. Od razu milej, jak jest się  witanym z szerokim uśmiechem i życzy mu sie smacznego. Na pewno wrócę po inne przysmaki. Brawo!",I'm sure I'll come back for some other delicacies.
8274,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",1,Ahh co tu powiedzieć dzięki nagrywaniu kolegi z telefonu dostaliśmy dodatkowe 300g szok i tak kebab był spalony i niedobry nie polecam,,Ahh co tu powiedzieć dzięki nagrywaniu kolegi z telefonu dostaliśmy dodatkowe 300g szok i tak kebab był spalony i niedobry nie polecam,Ahh what to say here thanks to recording a colleague from the phone we got an additional 300g shock and so kebab was burned and bad not recommended
8277,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,👏👏👏👏,,👏👏👏👏,"Okay, okay."
8279,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Obsługa świetna, Kebab super   polecam",,"Obsługa świetna, Kebab super   polecam","Service great, Kebab super recommend"
8281,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Pyszny kebab i mega miła obsługa! Polecam,,Pyszny kebab i mega miła obsługa! Polecam,Delicious kebab and super nice service! I recommend
8284,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Bardzo miła obsługa i pyszne jedzonko 😊,,Bardzo miła obsługa i pyszne jedzonko 😊,Very nice service and delicious food.
8285,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,dara hak dara wszytko dobre i szybko kebana w 3 minuty,,dara hak dara wszytko dobre i szybko kebana w 3 minuty,dara hook dara all good and fast kebana in 3 minutes
8286,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Bardzo miła obsługa i smaczne jedzonko :),,Bardzo miła obsługa i smaczne jedzonko :),Very nice service and tasty food:)
8289,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Bardzo miła obsługa, szybko przygotowane i smaczne jedzenie, polecam",,"Bardzo miła obsługa, szybko przygotowane i smaczne jedzenie, polecam","Very nice service, fast prepared and tasty food, I recommend"
8290,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Rewelacyjny kebab i mega miła obsługa.
Z przyjemnością wracam i będę wracać ☺️",,"Rewelacyjny kebab i mega miła obsługa.
Z przyjemnością wracam i będę wracać ☺️",Sensational kebab and super nice service. I'm happy to come back and I'm going to come back.
8291,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Bardzo miły pan ze złotym sercem super jedzenie,,Bardzo miły pan ze złotym sercem super jedzenie,Very nice gentleman with a golden heart super food
8292,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Świetna obsługa , zawsze chętnie wracam :). Polecam",,"Świetna obsługa , zawsze chętnie wracam :). Polecam","Great service, always glad to return:). I recommend"
8294,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",4,Jedzenie ok. Mało miejsca w lokalu,,Jedzenie ok. Mało miejsca w lokalu,Food ok. Not much room at the place
8296,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Bardzo dobre te ich kebaby.
Są na pewno przygotowywane ze świeżych produktów, bo przedaje się tego tyle, że nie ma prawa być nieświeże. Obsługa sprawna.",,"Bardzo dobre te ich kebaby.
Są na pewno przygotowywane ze świeżych produktów, bo przedaje się tego tyle, że nie ma prawa być nieświeże. Obsługa sprawna.","Very good these kebabs. They are certainly prepared with fresh products, because they pass so much that they have no right to be unfresh. Service is efficient."
8298,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Dobre miejsce na zjedzenie kebaba
Pyszny, świeży, szybko podany
Duży ruch
Miejsce godne polecenia w Rzeszów",,"Dobre miejsce na zjedzenie kebaba
Pyszny, świeży, szybko podany
Duży ruch
Miejsce godne polecenia w Rzeszów","Good place to eat kebab Delicious, fresh, quickly served Large move Place worthy of recommendation in Rzeszów"
8299,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,"Dobre jedzenie, szybka obsługa. Polecam",,"Dobre jedzenie, szybka obsługa. Polecam","Good food, quick service. I recommend"
8305,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",4,Smaczne,,Smaczne,It's good.
8306,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Polecam,,Polecam,I recommend
8308,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Kebab ma już swoją markę. Polecam!,,Kebab ma już swoją markę. Polecam!,Kebab already has a brand.
8314,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,"Bardzo smaczny, herbatka gratis i spoko obsługa",,"Bardzo smaczny, herbatka gratis i spoko obsługa","Very tasty, tea free and cool service"
8315,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Najlepszy kebab i herbatka w całym mieście! Polecam razem z Amanda! ❤️,,Najlepszy kebab i herbatka w całym mieście! Polecam razem z Amanda! ❤️,The best kebab and tea in the whole city! I recommend together with Amanda!
8319,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Bardzo smaczne!!!,,Bardzo smaczne!!!,Very tasty!!
8320,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,"Bardzo miła obsługa😊😊 jedzenie wyśmienite, szybkie podanie jedzenia oraz lokal zadbany i klimatyczny.",,"Bardzo miła obsługa😊😊 jedzenie wyśmienite, szybkie podanie jedzenia oraz lokal zadbany i klimatyczny.","Very nice service, delicious food, fast food and a well-maintained and climate-friendly place."
8321,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,bardzo miła obsługa 😁😁😁pyszne jedzenie oraz szybkie podanie jedzenia. czysto i schludnie. lokal zadbany i klimatyczny,,bardzo miła obsługa 😁😁😁pyszne jedzenie oraz szybkie podanie jedzenia. czysto i schludnie. lokal zadbany i klimatyczny,very nice service delicious food and quick food delivery. clean and neat. place well-maintained and climate-friendly
8322,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Bardzo miła obsługa teşekkürler,,Bardzo miła obsługa teşekkürler,Very nice service teşekkürler
8323,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Everything is really tasty! Personnel are nice and friendly!,Wszystko jest naprawdę smaczne! Personel jest miły i przyjazny!,Wszystko jest naprawdę smaczne! Personel jest miły i przyjazny!,Everything is really tasty! Staff is nice and friendly!
8326,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,mega polecam! miły pan za kasą 🥴 no i wiadomo jedzonko też smaczne 💪🏽,,mega polecam! miły pan za kasą 🥴 no i wiadomo jedzonko też smaczne 💪🏽,Mega I recommend! nice gentleman behind the money and you know the food also tasty!
8329,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",3,"Ogółem obsluga git, ale jedzenie takie srednie. To juz nie to co stara Dara.",,"Ogółem obsluga git, ale jedzenie takie srednie. To juz nie to co stara Dara.",It's not like old Dara's.
8330,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",2,"Mięso bardzo słabej jakości, nawet jak na kebaba",,"Mięso bardzo słabej jakości, nawet jak na kebaba","Meat of very poor quality, even for kebabs"
8332,Dara kebab,Rzeszów,"Aleja Majora Wacława Kopisto 1, 35-515 Rzeszów, Polska",5,Najlepsze kebaby,,Najlepsze kebaby,The best kebabs
8334,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,Wszystko super smaczny kebab,,Wszystko super smaczny kebab,All super tasty kebabs
8337,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,Отлично,Świetnie,Świetnie,Great.
8338,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,"Сочни васточни кебаб делают, быстро",Kebab Sochni Vastochni robi się szybko,Kebab Sochni Vastochni robi się szybko,Kebab Sochni Vastochni is getting fast
8341,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,"Jak zawsze szybko, smacznie i sympatycznie. Fajna obsługa, kababy najlepsze w mieście i, co ważne, po drodze 😉",,"Jak zawsze szybko, smacznie i sympatycznie. Fajna obsługa, kababy najlepsze w mieście i, co ważne, po drodze 😉","As always fast, tasty and pleasant. Nice service, the best cababas in the city and, what's important, along the way"
8344,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,👍👍👍👍,,👍👍👍👍,"Okay, okay."
8345,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,"Świetna obsługa, bardzo smaczne kebaby (jak na Darę przystało!) POLECAM!",,"Świetna obsługa, bardzo smaczne kebaby (jak na Darę przystało!) POLECAM!","Great service, very tasty kebabs (for Dara's sake!) POLECAM!"
8351,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,bardzo dobre jedzenie,,bardzo dobre jedzenie,very good food
8353,Dara Kebab,Rzeszów,"Ignacego Łukasiewicza 78, 35-604 Rzeszów, Polska",5,Очен хорошо,Bardzo dobry,Bardzo dobry,Very good
8356,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Bardzo dobry kebab.,,Bardzo dobry kebab.,Very good kebab.
8363,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",3,"Dobre dla studenta czy osoby zdesperowanej. Szybko może się przejeść i stracić smak, więc polecam szukać innych miejsc i eksperymentowania",,"Dobre dla studenta czy osoby zdesperowanej. Szybko może się przejeść i stracić smak, więc polecam szukać innych miejsc i eksperymentowania",It's good for a student or a desperate person.
8367,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",3,Jadłem lepsze.,,Jadłem lepsze.,I ate better.
8368,Dara Kebab,Rzeszów,"Jana Matejki 16, 35-060 Rzeszów, Polska",5,Jak masz ochotę na kebaba w nocy to niczego innego nie szukaj. Szybko sprawnie i smacznie,,Jak masz ochotę na kebaba w nocy to niczego innego nie szukaj. Szybko sprawnie i smacznie,"If you want a kebab at night, don't look for anything else."
8376,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",4,Smaczne.,,Smaczne.,It's delicious.
8377,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",4,"Jest w porządku.Jak na kebab powiedziałbym nawet ,że bdb",,"Jest w porządku.Jak na kebab powiedziałbym nawet ,że bdb","It's okay. For a kebab, I'd even say bdb"
8386,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Смачний кебаб,Pyszny kebab,Pyszny kebab,Delicious kebab
8390,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",5,Nic się nie zmieniło. Pysznie jak zawsze. Palce lizać!,,Nic się nie zmieniło. Pysznie jak zawsze. Palce lizać!,Nothing's changed.
8392,Dara Kebab,Rzeszów,"Grunwaldzka 24, 35-068 Rzeszów, Polska",4,Bardzo dobry kebab,,Bardzo dobry kebab,Very good kebab
8396,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Dobry Kebab i super obsługa ! 😁,,Dobry Kebab i super obsługa ! 😁,Good Kebab and super service!
8397,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Super obsluga i super jedzienie bardzo polecam💕💕,,Super obsluga i super jedzienie bardzo polecam💕💕,Super service and super food I highly recommend.
8398,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Spoko miejsce i dobre jedzonko,,Spoko miejsce i dobre jedzonko,Cool place and good food
8400,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Pyszny kebab i bardzo miła obsługa Polecam,,Pyszny kebab i bardzo miła obsługa Polecam,Delicious kebab and very nice service I recommend
8401,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Kebaby są schludnie i jakościowo zrobione. Obsługa jest wspaniała, bardzo miła i uśmiechnieta, są najlepsi! Widze, że poprawiają humor nie tylko mi ;) SUPER!",,"Kebaby są schludnie i jakościowo zrobione. Obsługa jest wspaniała, bardzo miła i uśmiechnieta, są najlepsi! Widze, że poprawiają humor nie tylko mi ;) SUPER!","Kebabs are neatly and qualitatively made. The service is wonderful, very nice and smiling, they are the best! I see that they improve not only me;) SUPER!"
8404,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Dobry kebab,,Dobry kebab,Good kebab.
8405,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,dobry kebabik i esia ❤️,,dobry kebabik i esia ❤️,good kebab and esia
8407,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"bardzo smaczny, szkoda tylko że nie ma ogródka albo parasola, ale kebab na 5 gwiazdek, obsługa miła",,"bardzo smaczny, szkoda tylko że nie ma ogródka albo parasola, ale kebab na 5 gwiazdek, obsługa miła","very tasty, pity only that there is no garden or umbrella, but kebab for 5 stars, service nice"
8408,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,"Bardzo miła atmosfera, super obsługa 👍",,"Bardzo miła atmosfera, super obsługa 👍","Very nice atmosphere, super service"
8410,Dara Kebab,Rzeszów,"Podkarpacka 12A, 35-082 Rzeszów, Polska",5,Bardzo miła obsługa i pyszny kebab. Polecam🫶🏻,,Bardzo miła obsługa i pyszny kebab. Polecam🫶🏻,Very nice service and delicious kebab. I recommend
8414,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,"Готовят быстро, заведение открыто дольше многих кафе в районе, заказываю часто - за 2 года, заказ ни разу не напутали.","Gotują szybko, lokal działa dłużej niż wiele kawiarni w okolicy, zamawiam często - od 2 lat zamówienie nigdy się nie pomyliło.","Gotują szybko, lokal działa dłużej niż wiele kawiarni w okolicy, zamawiam często - od 2 lat zamówienie nigdy się nie pomyliło.","They cook fast, the place works longer than many cafes in the area, I order often - for 2 years the order has never been wrong."
8415,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,"Panowie podający Kebab bardzo mili. Dobrze mówią po Polsku. Mięso świeże, Kebab bardzo smaczny :)",,"Panowie podający Kebab bardzo mili. Dobrze mówią po Polsku. Mięso świeże, Kebab bardzo smaczny :)","Gentlemen serving Kebab very nice. They speak Polish well. Fresh meat, Kebab very tasty:)"
8416,Dara Kebab,Rzeszów,"Hetmańska 42, 35-078 Rzeszów, Polska",5,😄,,😄,"Okay, okay."
